Commodity,Date,Unit,Minimum,Maximum,Average
Onion Green,2017-10-31,Kg,100.0,110.0,105.0
Tomato Big(Nepali),2017-11-01,Kg,100.0,110.0,105.0
Tomato Small(Local),2017-11-01,Kg,95.0,100.0,97.5
Potato Red,2017-11-01,Kg,43.0,45.0,44.0
Potato White,2017-11-01,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-01,Kg,63.0,65.0,64.0
Sweet Potato,2017-11-01,Kg,45.0,50.0,47.5
Onion Green,2017-11-01,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2017-11-02,Kg,90.0,95.0,92.5
Tomato Small(Local),2017-11-02,Kg,90.0,95.0,92.5
Potato Red,2017-11-02,Kg,43.0,45.0,44.0
Potato White,2017-11-02,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-02,Kg,63.0,65.0,64.0
Sweet Potato,2017-11-02,Kg,45.0,50.0,47.5
Onion Green,2017-11-02,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2017-11-03,Kg,90.0,95.0,92.5
Tomato Small(Local),2017-11-03,Kg,85.0,90.0,87.5
Potato Red,2017-11-03,Kg,43.0,45.0,44.0
Potato White,2017-11-03,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-03,Kg,63.0,65.0,64.0
Onion Green,2017-11-03,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2017-11-04,Kg,90.0,95.0,92.5
Tomato Small(Local),2017-11-04,Kg,70.0,78.0,74.0
Potato Red,2017-11-04,Kg,43.0,45.0,44.0
Potato White,2017-11-04,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-04,Kg,63.0,65.0,64.0
Onion Green,2017-11-04,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2017-11-05,Kg,90.0,95.0,92.5
Tomato Small(Local),2017-11-05,Kg,80.0,85.0,82.5
Potato Red,2017-11-05,Kg,43.0,45.0,44.0
Potato White,2017-11-05,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-05,Kg,65.0,68.0,66.5
Onion Green,2017-11-05,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2017-11-06,Kg,90.0,95.0,92.5
Tomato Small(Local),2017-11-06,Kg,70.0,75.0,72.5
Potato Red,2017-11-06,Kg,43.0,45.0,44.0
Potato White,2017-11-06,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-06,Kg,66.0,68.0,67.0
Onion Green,2017-11-06,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2017-11-07,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-11-07,Kg,75.0,80.0,77.5
Potato Red,2017-11-07,Kg,43.0,45.0,44.0
Potato White,2017-11-07,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-07,Kg,66.0,68.0,67.0
Onion Green,2017-11-07,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2017-11-08,Kg,80.0,85.0,82.5
Tomato Small(Local),2017-11-08,Kg,80.0,85.0,82.5
Potato Red,2017-11-08,Kg,43.0,45.0,44.0
Potato White,2017-11-08,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-08,Kg,66.0,68.0,67.0
Onion Green,2017-11-08,Kg,120.0,130.0,125.0
Tomato Big(Nepali),2017-11-09,Kg,80.0,85.0,82.5
Tomato Small(Local),2017-11-09,Kg,75.0,80.0,77.5
Potato Red,2017-11-09,Kg,40.0,43.0,41.5
Potato White,2017-11-09,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-09,Kg,63.0,65.0,64.0
Onion Green,2017-11-09,Kg,120.0,130.0,125.0
Tomato Big(Nepali),2017-11-10,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-11-10,Kg,75.0,80.0,77.5
Potato Red,2017-11-10,Kg,40.0,43.0,41.5
Potato White,2017-11-10,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-10,Kg,63.0,65.0,64.0
Onion Green,2017-11-10,Kg,120.0,130.0,125.0
Tomato Big(Nepali),2017-11-11,Kg,80.0,85.0,82.5
Tomato Small(Local),2017-11-11,Kg,68.0,73.0,70.5
Potato Red,2017-11-11,Kg,40.0,43.0,41.5
Potato White,2017-11-11,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-11,Kg,63.0,65.0,64.0
Onion Green,2017-11-11,Kg,120.0,130.0,125.0
Tomato Big(Nepali),2017-11-12,Kg,80.0,85.0,82.5
Tomato Small(Local),2017-11-12,Kg,75.0,80.0,77.5
Potato Red,2017-11-12,Kg,40.0,43.0,41.5
Potato White,2017-11-12,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-12,Kg,62.0,65.0,63.5
Onion Green,2017-11-12,Kg,120.0,130.0,125.0
Tomato Big(Nepali),2017-11-13,Kg,90.0,95.0,92.5
Tomato Small(Local),2017-11-13,Kg,65.0,70.0,67.5
Potato Red,2017-11-13,Kg,40.0,45.0,42.5
Potato White,2017-11-13,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-13,Kg,58.0,61.0,59.5
Onion Green,2017-11-13,Kg,100.0,110.0,105.0
Tomato Big(Nepali),2017-11-14,Kg,95.0,100.0,97.5
Tomato Small(Local),2017-11-14,Kg,75.0,80.0,77.5
Potato Red,2017-11-14,Kg,40.0,42.0,41.0
Potato White,2017-11-14,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-14,Kg,58.0,61.0,59.5
Onion Green,2017-11-14,Kg,100.0,110.0,105.0
Tomato Big(Nepali),2017-11-15,Kg,90.0,95.0,92.5
Tomato Small(Local),2017-11-15,Kg,70.0,75.0,72.5
Potato Red,2017-11-15,Kg,40.0,43.0,41.5
Potato White,2017-11-15,Kg,35.0,40.0,37.5
Onion Dry (Indian),2017-11-15,Kg,59.0,61.0,60.0
Onion Green,2017-11-15,Kg,100.0,110.0,105.0
Tomato Big(Nepali),2017-11-16,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-11-16,Kg,60.0,65.0,62.5
Potato Red,2017-11-16,Kg,35.0,40.0,37.5
Potato White,2017-11-16,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-11-16,Kg,66.0,68.0,67.0
Onion Green,2017-11-16,Kg,100.0,110.0,105.0
Tomato Big(Nepali),2017-11-17,Kg,80.0,85.0,82.5
Tomato Small(Local),2017-11-17,Kg,60.0,65.0,62.5
Potato Red,2017-11-17,Kg,35.0,40.0,37.5
Potato White,2017-11-17,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-11-17,Kg,66.0,68.0,67.0
Onion Green,2017-11-17,Kg,100.0,110.0,105.0
Tomato Big(Nepali),2017-11-18,Kg,75.0,80.0,77.5
Tomato Small(Local),2017-11-18,Kg,65.0,70.0,67.5
Potato Red,2017-11-18,Kg,32.0,35.0,33.5
Potato White,2017-11-18,Kg,30.0,32.0,31.0
Onion Dry (Indian),2017-11-18,Kg,64.0,68.0,66.0
Onion Green,2017-11-18,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2017-11-19,Kg,75.0,80.0,77.5
Tomato Small(Local),2017-11-19,Kg,50.0,60.0,55.0
Potato Red,2017-11-19,Kg,35.0,38.0,36.5
Potato White,2017-11-19,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-11-19,Kg,66.0,68.0,67.0
Onion Green,2017-11-19,Kg,100.0,110.0,105.0
Tomato Big(Nepali),2017-11-20,Kg,75.0,80.0,77.5
Tomato Small(Local),2017-11-20,Kg,45.0,50.0,47.5
Potato Red,2017-11-20,Kg,35.0,38.0,36.5
Potato White,2017-11-20,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-11-20,Kg,66.0,68.0,67.0
Onion Green,2017-11-20,Kg,100.0,110.0,105.0
Tomato Big(Nepali),2017-11-21,Kg,75.0,80.0,77.5
Tomato Small(Local),2017-11-21,Kg,45.0,50.0,47.5
Potato Red,2017-11-21,Kg,33.0,35.0,34.0
Potato White,2017-11-21,Kg,30.0,33.0,31.5
Onion Dry (Indian),2017-11-21,Kg,66.0,68.0,67.0
Onion Green,2017-11-21,Kg,100.0,110.0,105.0
Tomato Big(Nepali),2017-11-22,Kg,75.0,80.0,77.5
Tomato Small(Local),2017-11-22,Kg,50.0,55.0,52.5
Potato Red,2017-11-22,Kg,33.0,35.0,34.0
Potato White,2017-11-22,Kg,30.0,32.0,31.0
Onion Dry (Indian),2017-11-22,Kg,68.0,70.0,69.0
Onion Green,2017-11-22,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2017-11-23,Kg,95.0,100.0,97.5
Tomato Small(Local),2017-11-23,Kg,55.0,60.0,57.5
Potato Red,2017-11-23,Kg,33.0,35.0,34.0
Potato White,2017-11-23,Kg,30.0,32.0,31.0
Onion Dry (Indian),2017-11-23,Kg,68.0,70.0,69.0
Onion Green,2017-11-23,Kg,100.0,110.0,105.0
Tomato Big(Nepali),2017-11-24,Kg,95.0,100.0,97.5
Tomato Small(Local),2017-11-24,Kg,60.0,65.0,62.5
Potato Red,2017-11-24,Kg,33.0,35.0,34.0
Potato White,2017-11-24,Kg,30.0,33.0,31.5
Onion Dry (Indian),2017-11-24,Kg,68.0,70.0,69.0
Onion Green,2017-11-24,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2017-11-25,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-11-25,Kg,52.0,58.0,55.0
Potato Red,2017-11-25,Kg,33.0,35.0,34.0
Potato White,2017-11-25,Kg,30.0,32.0,31.0
Onion Dry (Indian),2017-11-25,Kg,90.0,95.0,92.5
Onion Green,2017-11-25,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2017-11-26,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-11-26,Kg,55.0,60.0,57.5
Potato Red,2017-11-26,Kg,32.0,35.0,33.5
Potato White,2017-11-26,Kg,30.0,32.0,31.0
Onion Dry (Indian),2017-11-26,Kg,90.0,95.0,92.5
Onion Green,2017-11-26,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2017-11-27,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-11-27,Kg,65.0,70.0,67.5
Potato Red,2017-11-27,Kg,32.0,35.0,33.5
Potato White,2017-11-27,Kg,30.0,32.0,31.0
Onion Dry (Indian),2017-11-27,Kg,90.0,95.0,92.5
Onion Green,2017-11-27,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2017-11-28,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-11-28,Kg,60.0,65.0,62.5
Potato Red,2017-11-28,Kg,32.0,35.0,33.5
Potato White,2017-11-28,Kg,30.0,32.0,31.0
Onion Dry (Indian),2017-11-28,Kg,100.0,105.0,102.5
Onion Green,2017-11-28,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-11-29,Kg,80.0,90.0,85.0
Tomato Small(Local),2017-11-29,Kg,50.0,55.0,52.5
Potato Red,2017-11-29,Kg,30.0,33.0,31.5
Potato White,2017-11-29,Kg,28.0,30.0,29.0
Onion Dry (Indian),2017-11-29,Kg,108.0,110.0,109.0
Onion Green,2017-11-29,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2017-11-30,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-11-30,Kg,55.0,60.0,57.5
Potato Red,2017-11-30,Kg,30.0,35.0,32.5
Potato White,2017-11-30,Kg,28.0,30.0,29.0
Onion Dry (Indian),2017-11-30,Kg,115.0,117.0,116.0
Onion Green,2017-11-30,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-01,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-12-01,Kg,55.0,60.0,57.5
Potato Red,2017-12-01,Kg,30.0,33.0,31.5
Potato White,2017-12-01,Kg,29.0,30.0,29.5
Onion Dry (Indian),2017-12-01,Kg,98.0,100.0,99.0
Onion Green,2017-12-01,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2017-12-02,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-12-02,Kg,55.0,60.0,57.5
Potato Red,2017-12-02,Kg,30.0,33.0,31.5
Potato White,2017-12-02,Kg,28.0,30.0,29.0
Onion Dry (Indian),2017-12-02,Kg,95.0,98.0,96.5
Onion Green,2017-12-02,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2017-12-03,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-12-03,Kg,60.0,70.0,65.0
Potato Red,2017-12-03,Kg,30.0,32.0,31.0
Potato White,2017-12-03,Kg,28.0,30.0,29.0
Onion Dry (Indian),2017-12-03,Kg,90.0,95.0,92.5
Onion Green,2017-12-03,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2017-12-04,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-12-04,Kg,70.0,75.0,72.5
Potato Red,2017-12-04,Kg,30.0,33.0,31.5
Potato White,2017-12-04,Kg,28.0,30.0,29.0
Onion Dry (Indian),2017-12-04,Kg,90.0,95.0,92.5
Onion Green,2017-12-04,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-05,Kg,85.0,90.0,87.5
Tomato Small(Local),2017-12-05,Kg,80.0,85.0,82.5
Potato Red,2017-12-05,Kg,30.0,33.0,31.5
Potato White,2017-12-05,Kg,28.0,30.0,29.0
Onion Dry (Indian),2017-12-05,Kg,88.0,90.0,89.0
Onion Green,2017-12-05,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-06,Kg,95.0,100.0,97.5
Tomato Small(Local),2017-12-06,Kg,70.0,75.0,72.5
Potato Red,2017-12-06,Kg,30.0,33.0,31.5
Potato White,2017-12-06,Kg,28.0,30.0,29.0
Onion Dry (Indian),2017-12-06,Kg,85.0,90.0,87.5
Onion Green,2017-12-06,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-08,Kg,100.0,110.0,105.0
Tomato Small(Local),2017-12-08,Kg,75.0,80.0,77.5
Potato Red,2017-12-08,Kg,30.0,33.0,31.5
Potato White,2017-12-08,Kg,28.0,30.0,29.0
Onion Dry (Indian),2017-12-08,Kg,85.0,90.0,87.5
Onion Green,2017-12-08,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2017-12-09,Kg,100.0,105.0,102.5
Tomato Small(Local),2017-12-09,Kg,75.0,80.0,77.5
Potato Red,2017-12-09,Kg,30.0,33.0,31.5
Potato White,2017-12-09,Kg,28.0,30.0,29.0
Onion Dry (Indian),2017-12-09,Kg,85.0,90.0,87.5
Onion Green,2017-12-09,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2017-12-10,Kg,90.0,95.0,92.5
Tomato Small(Local),2017-12-10,Kg,65.0,70.0,67.5
Potato Red,2017-12-10,Kg,35.0,38.0,36.5
Potato White,2017-12-10,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-12-10,Kg,80.0,85.0,82.5
Onion Green,2017-12-10,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-11,Kg,65.0,70.0,67.5
Tomato Small(Local),2017-12-11,Kg,65.0,70.0,67.5
Potato Red,2017-12-11,Kg,35.0,38.0,36.5
Potato White,2017-12-11,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-12-11,Kg,80.0,85.0,82.5
Onion Green,2017-12-11,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-12,Kg,70.0,75.0,72.5
Tomato Small(Local),2017-12-12,Kg,65.0,70.0,67.5
Potato Red,2017-12-12,Kg,35.0,38.0,36.5
Potato White,2017-12-12,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-12-12,Kg,82.0,85.0,83.5
Onion Green,2017-12-12,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-13,Kg,65.0,70.0,67.5
Tomato Small(Local),2017-12-13,Kg,55.0,60.0,57.5
Potato Red,2017-12-13,Kg,35.0,38.0,36.5
Potato White,2017-12-13,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-12-13,Kg,88.0,90.0,89.0
Onion Green,2017-12-13,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-14,Kg,55.0,60.0,57.5
Tomato Small(Local),2017-12-14,Kg,45.0,50.0,47.5
Potato Red,2017-12-14,Kg,33.0,38.0,35.5
Potato White,2017-12-14,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-12-14,Kg,88.0,90.0,89.0
Onion Green,2017-12-14,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-15,Kg,55.0,60.0,57.5
Tomato Small(Local),2017-12-15,Kg,40.0,45.0,42.5
Potato Red,2017-12-15,Kg,35.0,38.0,36.5
Potato White,2017-12-15,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-12-15,Kg,83.0,85.0,84.0
Onion Green,2017-12-15,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-16,Kg,40.0,45.0,42.5
Tomato Small(Local),2017-12-16,Kg,35.0,40.0,37.5
Potato Red,2017-12-16,Kg,35.0,38.0,36.5
Potato White,2017-12-16,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-12-16,Kg,83.0,85.0,84.0
Onion Green,2017-12-16,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-17,Kg,50.0,55.0,52.5
Tomato Small(Local),2017-12-17,Kg,35.0,40.0,37.5
Potato Red,2017-12-17,Kg,35.0,38.0,36.5
Potato White,2017-12-17,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-12-17,Kg,80.0,82.0,81.0
Onion Green,2017-12-17,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-18,Kg,45.0,50.0,47.5
Tomato Small(Local),2017-12-18,Kg,30.0,35.0,32.5
Potato Red,2017-12-18,Kg,35.0,38.0,36.5
Potato White,2017-12-18,Kg,33.0,35.0,34.0
Onion Dry (Indian),2017-12-18,Kg,80.0,82.0,81.0
Onion Green,2017-12-18,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-19,Kg,35.0,40.0,37.5
Tomato Small(Local),2017-12-19,Kg,25.0,30.0,27.5
Potato Red,2017-12-19,Kg,35.0,38.0,36.5
Potato White,2017-12-19,Kg,30.0,35.0,32.5
Onion Dry (Indian),2017-12-19,Kg,80.0,82.0,81.0
Onion Green,2017-12-19,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-20,Kg,35.0,40.0,37.5
Tomato Small(Local),2017-12-20,Kg,25.0,30.0,27.5
Potato Red,2017-12-20,Kg,35.0,38.0,36.5
Potato White,2017-12-20,Kg,30.0,33.0,31.5
Onion Dry (Indian),2017-12-20,Kg,75.0,80.0,77.5
Onion Green,2017-12-20,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-27,Kg,40.0,45.0,42.5
Tomato Small(Local),2017-12-27,Kg,25.0,30.0,27.5
Potato Red,2017-12-27,Kg,35.0,38.0,36.5
Potato White,2017-12-27,Kg,30.0,33.0,31.5
Onion Dry (Indian),2017-12-27,Kg,70.0,75.0,72.5
Onion Green,2017-12-27,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2017-12-28,Kg,40.0,45.0,42.5
Tomato Small(Local),2017-12-28,Kg,25.0,30.0,27.5
Potato Red,2017-12-28,Kg,35.0,37.0,36.0
Potato White,2017-12-28,Kg,30.0,36.0,33.0
Onion Dry (Indian),2017-12-28,Kg,70.0,75.0,72.5
Onion Green,2017-12-28,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2017-12-29,Kg,40.0,45.0,42.5
Tomato Small(Local),2017-12-29,Kg,20.0,25.0,22.5
Potato Red,2017-12-29,Kg,35.0,37.0,36.0
Potato White,2017-12-29,Kg,30.0,33.0,31.5
Onion Dry (Indian),2017-12-29,Kg,70.0,75.0,72.5
Onion Green,2017-12-29,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2017-12-30,Kg,40.0,45.0,42.5
Tomato Small(Local),2017-12-30,Kg,20.0,25.0,22.5
Potato Red,2017-12-30,Kg,35.0,37.0,36.0
Potato White,2017-12-30,Kg,30.0,33.0,31.5
Onion Dry (Indian),2017-12-30,Kg,70.0,75.0,72.5
Onion Green,2017-12-30,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2017-12-31,Kg,40.0,45.0,42.5
Tomato Small(Local),2017-12-31,Kg,20.0,25.0,22.5
Potato Red,2017-12-31,Kg,35.0,37.0,36.0
Potato White,2017-12-31,Kg,30.0,33.0,31.5
Onion Dry (Indian),2017-12-31,Kg,70.0,75.0,72.5
Onion Green,2017-12-31,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2018-01-01,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-01,Kg,20.0,25.0,22.5
Potato Red,2018-01-01,Kg,34.0,36.0,35.0
Potato White,2018-01-01,Kg,30.0,33.0,31.5
Onion Dry (Indian),2018-01-01,Kg,70.0,75.0,72.5
Onion Green,2018-01-01,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2018-01-02,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-02,Kg,25.0,30.0,27.5
Potato Red,2018-01-02,Kg,30.0,33.0,31.5
Potato White,2018-01-02,Kg,28.0,30.0,29.0
Onion Dry (Indian),2018-01-02,Kg,75.0,78.0,76.5
Onion Green,2018-01-02,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2018-01-03,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-03,Kg,25.0,30.0,27.5
Potato Red,2018-01-03,Kg,30.0,33.0,31.5
Potato White,2018-01-03,Kg,28.0,30.0,29.0
Onion Dry (Indian),2018-01-03,Kg,75.0,80.0,77.5
Onion Green,2018-01-03,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2018-01-04,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-04,Kg,25.0,30.0,27.5
Potato Red,2018-01-04,Kg,30.0,32.0,31.0
Potato White,2018-01-04,Kg,28.0,30.0,29.0
Onion Dry (Indian),2018-01-04,Kg,75.0,80.0,77.5
Onion Green,2018-01-04,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2018-01-05,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-05,Kg,30.0,35.0,32.5
Potato Red,2018-01-05,Kg,30.0,32.0,31.0
Potato White,2018-01-05,Kg,28.0,30.0,29.0
Onion Dry (Indian),2018-01-05,Kg,75.0,80.0,77.5
Onion Green,2018-01-05,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2018-01-06,Kg,38.0,40.0,39.0
Tomato Small(Local),2018-01-06,Kg,35.0,40.0,37.5
Potato Red,2018-01-06,Kg,30.0,32.0,31.0
Potato White,2018-01-06,Kg,28.0,30.0,29.0
Onion Dry (Indian),2018-01-06,Kg,75.0,80.0,77.5
Onion Green,2018-01-06,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2018-01-07,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-07,Kg,25.0,30.0,27.5
Potato Red,2018-01-07,Kg,28.0,30.0,29.0
Potato White,2018-01-07,Kg,25.0,27.0,26.0
Onion Dry (Indian),2018-01-07,Kg,80.0,85.0,82.5
Onion Green,2018-01-07,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2018-01-08,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-08,Kg,30.0,35.0,32.5
Potato Red,2018-01-08,Kg,28.0,30.0,29.0
Potato White,2018-01-08,Kg,25.0,27.0,26.0
Onion Dry (Indian),2018-01-08,Kg,85.0,88.0,86.5
Onion Green,2018-01-08,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2018-01-09,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-09,Kg,30.0,35.0,32.5
Potato Red,2018-01-09,Kg,28.0,30.0,29.0
Potato White,2018-01-09,Kg,25.0,27.0,26.0
Onion Dry (Indian),2018-01-09,Kg,80.0,85.0,82.5
Onion Green,2018-01-09,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2018-01-10,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-10,Kg,30.0,35.0,32.5
Potato Red,2018-01-10,Kg,28.0,30.0,29.0
Potato White,2018-01-10,Kg,25.0,27.0,26.0
Onion Dry (Indian),2018-01-10,Kg,80.0,85.0,82.5
Sweet Potato,2018-01-10,Kg,60.0,65.0,62.5
Onion Green,2018-01-10,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2018-01-11,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-11,Kg,30.0,35.0,32.5
Potato Red,2018-01-11,Kg,28.0,30.0,29.0
Potato White,2018-01-11,Kg,25.0,27.0,26.0
Onion Dry (Indian),2018-01-11,Kg,85.0,88.0,86.5
Sweet Potato,2018-01-11,Kg,55.0,60.0,57.5
Onion Green,2018-01-11,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2018-01-12,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-12,Kg,40.0,45.0,42.5
Potato Red,2018-01-12,Kg,28.0,30.0,29.0
Potato White,2018-01-12,Kg,25.0,27.0,26.0
Onion Dry (Indian),2018-01-12,Kg,85.0,88.0,86.5
Sweet Potato,2018-01-12,Kg,55.0,60.0,57.5
Onion Green,2018-01-12,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2018-01-13,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-13,Kg,45.0,50.0,47.5
Potato Red,2018-01-13,Kg,28.0,30.0,29.0
Potato White,2018-01-13,Kg,25.0,27.0,26.0
Onion Dry (Indian),2018-01-13,Kg,85.0,88.0,86.5
Sweet Potato,2018-01-13,Kg,55.0,60.0,57.5
Onion Green,2018-01-13,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2018-01-14,Kg,45.0,50.0,47.5
Tomato Small(Local),2018-01-14,Kg,45.0,50.0,47.5
Potato Red,2018-01-14,Kg,28.0,30.0,29.0
Potato White,2018-01-14,Kg,25.0,27.0,26.0
Onion Dry (Indian),2018-01-14,Kg,74.0,76.0,75.0
Sweet Potato,2018-01-14,Kg,50.0,55.0,52.5
Onion Green,2018-01-14,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2018-01-16,Kg,50.0,55.0,52.5
Tomato Small(Local),2018-01-16,Kg,35.0,40.0,37.5
Potato Red,2018-01-16,Kg,28.0,30.0,29.0
Potato White,2018-01-16,Kg,25.0,27.0,26.0
Onion Dry (Indian),2018-01-16,Kg,73.0,75.0,74.0
Sweet Potato,2018-01-16,Kg,50.0,55.0,52.5
Onion Green,2018-01-16,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2018-01-17,Kg,45.0,50.0,47.5
Tomato Small(Local),2018-01-17,Kg,40.0,45.0,42.5
Potato Red,2018-01-17,Kg,25.0,27.0,26.0
Potato White,2018-01-17,Kg,20.0,25.0,22.5
Onion Dry (Indian),2018-01-17,Kg,73.0,75.0,74.0
Onion Green,2018-01-17,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2018-01-18,Kg,45.0,50.0,47.5
Tomato Small(Local),2018-01-18,Kg,35.0,40.0,37.5
Potato Red,2018-01-18,Kg,25.0,27.0,26.0
Potato White,2018-01-18,Kg,20.0,25.0,22.5
Onion Dry (Indian),2018-01-18,Kg,73.0,75.0,74.0
Onion Green,2018-01-18,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2018-01-19,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-19,Kg,35.0,40.0,37.5
Potato Red,2018-01-19,Kg,25.0,27.0,26.0
Potato White,2018-01-19,Kg,20.0,25.0,22.5
Onion Dry (Indian),2018-01-19,Kg,73.0,75.0,74.0
Onion Green,2018-01-19,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2018-01-20,Kg,40.0,45.0,42.5
Tomato Small(Local),2018-01-20,Kg,38.0,43.0,40.5
Potato Red,2018-01-20,Kg,25.0,27.0,26.0
Potato White,2018-01-20,Kg,20.0,25.0,22.5
Onion Dry (Indian),2018-01-20,Kg,70.0,75.0,72.5
